"Laag en langdurig laag inkomen; huishoudenskenmerken, regio (indeling 2023)"
"Duur inkomenspositie: Ten minste 1 jaar"
"Kenmerken van huishoudens: Particuliere huishoudens"
"";"";"";"Onderwerp"
"";"";"";"Minderjarige kinderen";"Minderjarige kinderen relatief"
"Perioden";"Regio’s";"Inkomensgrens huishouden";"x 1 000";"%"
"2011";"Aalsmeer";"Totaal";"6,9";"100,0"
"2011";"Aalsmeer";"Inkomen tot lage-inkomensgrens";"0,2";"3,3"
"2011";"Aalsmeer";"Inkomen tot 150% sociaal minimum";"0,6";"8,0"
"2011";"Alkmaar";"Totaal";"20,4";"100,0"
"2011";"Alkmaar";"Inkomen tot lage-inkomensgrens";"1,4";"7,1"
"2011";"Alkmaar";"Inkomen tot 150% sociaal minimum";"3,2";"15,9"
"2011";"Almelo";"Totaal";"15,5";"100,0"
"2011";"Almelo";"Inkomen tot lage-inkomensgrens";"1,5";"9,8"
"2011";"Almelo";"Inkomen tot 150% sociaal minimum";"3,4";"21,7"
"2011";"Almere";"Totaal";"46,2";"100,0"
"2011";"Almere";"Inkomen tot lage-inkomensgrens";"4,2";"9,1"
"2011";"Almere";"Inkomen tot 150% sociaal minimum";"9,1";"19,6"
"2011";"Alphen-Chaam";"Totaal";"2,0";"100,0"
"2011";"Alphen-Chaam";"Inkomen tot lage-inkomensgrens";"0,1";"3,8"
"2011";"Alphen-Chaam";"Inkomen tot 150% sociaal minimum";"0,1";"6,2"
"2011";"Altena";"Totaal";"12,3";"100,0"
"2011";"Altena";"Inkomen tot lage-inkomensgrens";"0,5";"3,9"
"2011";"Altena";"Inkomen tot 150% sociaal minimum";"0,9";"7,4"
"2011";"Amersfoort";"Totaal";"34,7";"100,0"
"2011";"Amersfoort";"Inkomen tot lage-inkomensgrens";"2,4";"6,8"
"2011";"Amersfoort";"Inkomen tot 150% sociaal minimum";"4,7";"13,6"
"2011";"Amstelveen";"Totaal";"15,6";"100,0"
"2011";"Amstelveen";"Inkomen tot lage-inkomensgrens";"0,9";"5,7"
"2011";"Amstelveen";"Inkomen tot 150% sociaal minimum";"1,7";"11,0"
"2011";"Amsterdam";"Totaal";"137,0";"100,0"
"2011";"Amsterdam";"Inkomen tot lage-inkomensgrens";"24,6";"18,0"
"2011";"Amsterdam";"Inkomen tot 150% sociaal minimum";"47,6";"34,7"
"2011";"Asten";"Totaal";"3,6";"100,0"
"2011";"Asten";"Inkomen tot lage-inkomensgrens";"0,2";"6,2"
"2011";"Asten";"Inkomen tot 150% sociaal minimum";"0,4";"11,0"
"2011";"Baarle-Nassau";"Totaal";"1,1";"100,0"
"2011";"Baarle-Nassau";"Inkomen tot lage-inkomensgrens";"0,0";"3,8"
"2011";"Baarle-Nassau";"Inkomen tot 150% sociaal minimum";"0,1";"9,7"
"2011";"Baarn";"Totaal";"4,8";"100,0"
"2011";"Baarn";"Inkomen tot lage-inkomensgrens";"0,3";"6,5"
"2011";"Baarn";"Inkomen tot 150% sociaal minimum";"0,6";"13,3"
"2011";"Bergeijk";"Totaal";"3,9";"100,0"
"2011";"Bergeijk";"Inkomen tot lage-inkomensgrens";"0,2";"4,4"
"2011";"Bergeijk";"Inkomen tot 150% sociaal minimum";"0,3";"8,4"
"2011";"Bergen (NH.)";"Totaal";"5,5";"100,0"
"2011";"Bergen (NH.)";"Inkomen tot lage-inkomensgrens";"0,3";"6,1"
"2011";"Bergen (NH.)";"Inkomen tot 150% sociaal minimum";"0,6";"11,7"
"2011";"Bergen op Zoom";"Totaal";"12,7";"100,0"
"2011";"Bergen op Zoom";"Inkomen tot lage-inkomensgrens";"1,2";"9,6"
"2011";"Bergen op Zoom";"Inkomen tot 150% sociaal minimum";"2,4";"19,1"
"2011";"Bernheze";"Totaal";"6,8";"100,0"
"2011";"Bernheze";"Inkomen tot lage-inkomensgrens";"0,3";"4,7"
"2011";"Bernheze";"Inkomen tot 150% sociaal minimum";"0,6";"9,4"
"2011";"Best";"Totaal";"6,6";"100,0"
"2011";"Best";"Inkomen tot lage-inkomensgrens";"0,3";"4,8"
"2011";"Best";"Inkomen tot 150% sociaal minimum";"0,7";"10,0"
"2011";"Beverwijk";"Totaal";"7,8";"100,0"
"2011";"Beverwijk";"Inkomen tot lage-inkomensgrens";"0,6";"7,7"
"2011";"Beverwijk";"Inkomen tot 150% sociaal minimum";"1,4";"17,3"
"2011";"De Bilt";"Totaal";"8,9";"100,0"
"2011";"De Bilt";"Inkomen tot lage-inkomensgrens";"0,5";"5,8"
"2011";"De Bilt";"Inkomen tot 150% sociaal minimum";"1,0";"11,3"
"2011";"Bladel";"Totaal";"4,2";"100,0"
"2011";"Bladel";"Inkomen tot lage-inkomensgrens";"0,2";"4,2"
"2011";"Bladel";"Inkomen tot 150% sociaal minimum";"0,3";"7,7"
"2011";"Blaricum";"Totaal";"1,8";"100,0"
"2011";"Blaricum";"Inkomen tot lage-inkomensgrens";"0,1";"7,0"
"2011";"Blaricum";"Inkomen tot 150% sociaal minimum";"0,2";"11,3"
"2011";"Bloemendaal";"Totaal";"4,9";"100,0"
"2011";"Bloemendaal";"Inkomen tot lage-inkomensgrens";"0,3";"5,7"
"2011";"Bloemendaal";"Inkomen tot 150% sociaal minimum";"0,4";"8,7"
"2011";"Boekel";"Totaal";"2,4";"100,0"
"2011";"Boekel";"Inkomen tot lage-inkomensgrens";"0,1";"5,8"
