"Gemeenten 2022 onbewerkte Iv3-data"
""
"";"";""
"";"";"Onderwerp";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing"
"Alkmaar";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alkmaar";"Jaarrekening";"4.2 Onderwijshuisvesting";"19";"522";"0";"0";"92";"0";"0";"1909";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2292";"705";"0"
"Alkmaar";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1987";"315";"0";"5";"0";"826";"131";"3231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4779";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"1525";"517";"0"
"Alphen-Chaam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Begroting";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"55";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"164";"46";"0"
"Alphen-Chaam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"260";"0";"31";"0";"0";"0";"0";"42";"0";"0";"1";"0";"166";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"2";"0"
"Alphen-Chaam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"36";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"164";"47";"0"
"Alphen-Chaam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"268";"0";"25";"0";"92";"0";"0";"45";"0";"0";"0";"0";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"2";"0"
"Altena";"Begroting";"4.1 Openbaar basisonderwijs";"35";"0";"0";"0";"0";"0";"0";"169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Altena";"Begroting";"4.2 Onderwijshuisvesting";"93";"190";"0";"0";"0";"0";"0";"514";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1610";"209";"0"
"Altena";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"224";"2";"0";"0";"0";"1128";"0";"381";"0";"821";"0";"0";"54";"0";"0";"0";"0";"137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"3";"0"
"Altena";"Jaarrekening";"4.1 Openbaar basisonderwijs";"174";"0";"0";"0";"0";"0";"20";"8";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Altena";"Jaarrekening";"4.2 Onderwijshuisvesting";"93";"193";"0";"0";"0";"0";"0";"867";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1226";"196";"0"
"Altena";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"224";"2";"0";"0";"0";"1284";"0";"216";"0";"829";"0";"0";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"3";"0"
"Amersfoort";"Begroting";"4.1 Openbaar basisonderwijs";"101";"14";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"6";"0"
"Amersfoort";"Begroting";"4.2 Onderwijshuisvesting";"236";"435";"0";"0";"0";"0";"0";"1180";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7178";"0";"0";"0";"0";"478";"5788";"1571";"395"
"Amersfoort";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1431";"0";"0";"0";"0";"2016";"0";"609";"0";"0";"0";"485";"0";"0";"0";"0";"0";"11797";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amersfoort";"Jaarrekening";"4.1 Openbaar basisonderwijs";"91";"61";"0";"0";"0";"0";"11";"824";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"6";"0"
"Amersfoort";"Jaarrekening";"4.2 Onderwijshuisvesting";"212";"618";"0";"16";"0";"0";"25";"8053";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"0";"0";"539";"5757";"1562";"649"
"Amersfoort";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1555";"209";"0";"5";"0";"2268";"192";"1145";"0";"0";"0";"0";"62";"0";"0";"0";"0";"9973";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"Amstelveen";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Begroting";"4.2 Onderwijshuisvesting";"190";"503";"0";"0";"0";"0";"30";"2147";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"315";"3044";"955";"76"
"Amstelveen";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1088";"0";"0";"0";"0";"1144";"163";"331";"0";"2170";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.2 Onderwijshuisvesting";"301";"612";"0";"101";"0";"0";"30";"2941";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"315";"2789";"606";"119"
"Amstelveen";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1241";"0";"0";"0";"0";"1139";"655";"758";"0";"1992";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-27"
"Amsterdam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"3756";"0";"0";"0";"0";"0";"0";"0";"4889";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"8";"0"
"Amsterdam";"Begroting";"4.2 Onderwijshuisvesting";"6613";"1688";"0";"0";"0";"0";"-3";"30444";"0";"0";"0";"0";"0";"0";"0";"8906";"0";"-1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1209";"48333";"9760";"0"
"Amsterdam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"24039";"0";"0";"0";"0";"14500";"256";"27238";"0";"0";"0";"1257";"0";"0";"0";"84349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amsterdam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"187";"18";"0";"0";"0";"0";"59";"4040";"0";"0";"0";"0";"0";"0";"0";"4626";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"8";"0"
"Amsterdam";"Jaarrekening";"4.2 Onderwijshuisvesting";"5915";"2385";"0";"1438";"27";"0";"391";"27704";"0";"0";"0";"0";"0";"0";"0";"8276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1401";"44780";"10109";"242"
"Amsterdam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"23213";"0";"0";"0";"0";"18071";"733";"23868";"0";"0";"0";"0";"0";"0";"0";"88141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-27";"0";"0";"0"
"Asten";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Begroting";"4.2 Onderwijshuisvesting";"18";"47";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0"
"Asten";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"134";"0";"0";"0";"0";"300";"0";"108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"18";"0";"0"
"Asten";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Jaarrekening";"4.2 Onderwijshuisvesting";"18";"53";"0";"0";"0";"0";"0";"39";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0"
"Asten";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"118";"0";"0";"0";"0";"368";"57";"129";"0";"0";"0";"0";"0";"0";"0";"70";"0";"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"18";"0";"0"
"Baarle-Nassau";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Begroting";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"94";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0"
"Baarle-Nassau";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"6";"0";"0";"0";"140";"0";"9";"0";"0";"0";"22";"39";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"16";"0";"0";"0";"0";"0";"150";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"9";"0";"0";"0";"176";"0";"10";"0";"0";"0";"24";"41";"0";"0";"0";"0";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarn";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Begroting";"4.2 Onderwijshuisvesting";"0";"147";"0";"0";"0";"0";"0";"83";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1129";"190";"0"
"Baarn";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"131";"0";"0";"0";"0";"667";"0";"79";"0";"490";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"155";"0";"0";"0";"0";"0";"175";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1129";"99";"0"
"Baarn";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"85";"0";"0";"0";"0";"547";"0";"486";"0";"277";"0";"0";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Begroting";"4.1 Openbaar basisonderwijs";"36";"0";"0";"0";"0";"0";"0";"0";"0";"101";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Begroting";"4.2 Onderwijshuisvesting";"38";"40";"0";"0";"0";"0";"0";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283";"113";"0"
"Bergeijk";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"41";"0";"0";"0";"0";"648";"0";"183";"0";"0";"74";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"3";"1";"0"
"Bergeijk";"Jaarrekening";"4.1 Openbaar basisonderwijs";"33";"0";"0";"0";"0";"0";"4";"0";"0";"94";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Jaarrekening";"4.2 Onderwijshuisvesting";"35";"40";"0";"0";"0";"0";"4";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"284";"113";"0"
"Bergeijk";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"38";"2";"0";"0";"0";"381";"4";"284";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"3";"1";"0"
"Bergen (NH.)";"Begroting";"4.1 Openbaar basisonderwijs";"0";"5";"0";"0";"0";"0";"0";"59";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"15";"2";"0"
"Bergen (NH.)";"Begroting";"4.2 Onderwijshuisvesting";"0";"8";"0";"0";"634";"0";"0";"245";"0";"0";"0";"0";"145";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"424";"49";"0"
"Bergen (NH.)";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"258";"0";"19";"0";"193";"0";"0";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"5";"0";"0"
"Bergen (NH.)";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"7";"0";"0";"0";"0";"0";"67";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"15";"2";"0"
"Bergen (NH.)";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"71";"0";"0";"587";"0";"0";"259";"0";"0";"0";"0";"54";"0";"0";"0";"0";"94";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"6";"424";"49";"0"
"Bergen (NH.)";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"284";"17";"233";"0";"329";"0";"17";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0"
"Bergen op Zoom";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Begroting";"4.2 Onderwijshuisvesting";"69";"282";"0";"0";"0";"0";"0";"234";"0";"0";"0";"0";"0";"0";"0";"3202";"0";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"621";"628";"0"
"Bergen op Zoom";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"547";"0";"0";"0";"0";"872";"0";"345";"0";"0";"0";"5";"39";"0";"0";"0";"0";"2833";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-40";"133";"79";"0"
"Bergen op Zoom";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Jaarrekening";"4.2 Onderwijshuisvesting";"68";"317";"0";"9";"0";"0";"56";"533";"0";"0";"0";"0";"0";"0";"0";"3253";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"610";"627";"0"
"Bergen op Zoom";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"548";"0";"0";"0";"0";"864";"0";"319";"0";"0";"0";"357";"37";"0";"0";"0";"0";"3935";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"79";"0"
"Bernheze";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Begroting";"4.2 Onderwijshuisvesting";"29";"182";"0";"0";"0";"0";"0";"129";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"719";"96";"0"
"Bernheze";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"45";"5";"0";"0";"0";"558";"0";"711";"0";"0";"0";"0";"0";"0";"0";"74";"0";"81";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"26";"3";"0"
"Bernheze";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Jaarrekening";"4.2 Onderwijshuisvesting";"29";"186";"0";"0";"0";"0";"0";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"719";"76";"0"
"Bernheze";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"43";"4";"0";"0";"0";"492";"0";"622";"0";"0";"0";"0";"0";"0";"0";"69";"0";"134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"26";"3";"0"
"Best";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
