"Gemeenten 2023 onbewerkte Iv3-data"
""
"";"";""
"";"";"Onderwerp";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing"
"Alkmaar";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Alkmaar";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Alphen-Chaam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Begroting";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"46";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"46";"0"
"Alphen-Chaam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"260";"0";"27";"0";"128";"0";"0";"48";"0";"0";"1";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"2";"0"
"Alphen-Chaam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Alphen-Chaam";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Alphen-Chaam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Altena";"Begroting";"4.1 Openbaar basisonderwijs";"1019";"0";"0";"0";"0";"0";"275";"93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Altena";"Begroting";"4.2 Onderwijshuisvesting";"62";"177";"0";"0";"0";"0";"0";"760";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1382";"233";"0"
"Altena";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"118";"3";"0";"0";"0";"1203";"0";"405";"0";"821";"0";"0";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"3";"0"
"Altena";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Altena";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Altena";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amersfoort";"Begroting";"4.1 Openbaar basisonderwijs";"124";"15";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"6";"0"
"Amersfoort";"Begroting";"4.2 Onderwijshuisvesting";"336";"428";"0";"0";"0";"0";"0";"1083";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8786";"0";"0";"0";"0";"558";"5718";"1506";"0"
"Amersfoort";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1458";"0";"0";"0";"0";"2086";"0";"751";"0";"0";"0";"485";"0";"0";"0";"0";"0";"11482";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amersfoort";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amersfoort";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amersfoort";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amstelveen";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Begroting";"4.2 Onderwijshuisvesting";"198";"514";"0";"0";"0";"0";"5";"1898";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"330";"3807";"1055";"0"
"Amstelveen";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1296";"0";"0";"0";"0";"1201";"80";"171";"0";"2278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amstelveen";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amstelveen";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amsterdam";"Begroting";"4.1 Openbaar basisonderwijs";"208";"0";"0";"0";"0";"0";"0";"4478";"0";"0";"0";"0";"0";"0";"0";"4779";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"8";"0"
"Amsterdam";"Begroting";"4.2 Onderwijshuisvesting";"6250";"1835";"0";"0";"0";"0";"-3";"27935";"0";"0";"0";"0";"0";"0";"0";"8735";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1209";"58819";"12217";"0"
"Amsterdam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"25712";"0";"0";"0";"0";"17910";"268";"34737";"0";"0";"0";"1461";"0";"0";"0";"85392";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amsterdam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amsterdam";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Amsterdam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Asten";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Begroting";"4.2 Onderwijshuisvesting";"19";"64";"0";"0";"0";"0";"0";"39";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0"
"Asten";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"135";"0";"0";"0";"0";"330";"0";"206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"18";"0";"0"
"Asten";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Asten";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Asten";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Baarle-Nassau";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Begroting";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"101";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0"
"Baarle-Nassau";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"6";"0";"0";"0";"155";"0";"8";"0";"0";"0";"24";"43";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Baarle-Nassau";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Baarle-Nassau";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Baarn";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Begroting";"4.2 Onderwijshuisvesting";"0";"151";"0";"0";"0";"0";"0";"85";"0";"0";"0";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1146";"184";"0"
"Baarn";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"69";"0";"0";"0";"0";"667";"0";"85";"0";"494";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Baarn";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Baarn";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergeijk";"Begroting";"4.1 Openbaar basisonderwijs";"37";"0";"0";"0";"0";"0";"0";"0";"0";"101";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Begroting";"4.2 Onderwijshuisvesting";"39";"40";"0";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"563";"137";"0"
"Bergeijk";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"43";"1";"0";"0";"0";"328";"0";"320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"3";"1";"0"
"Bergeijk";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergeijk";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergeijk";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergen (NH.)";"Begroting";"4.1 Openbaar basisonderwijs";"0";"5";"0";"0";"0";"0";"0";"101";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"15";"0";"0"
"Bergen (NH.)";"Begroting";"4.2 Onderwijshuisvesting";"0";"13";"0";"0";"638";"0";"0";"195";"0";"0";"0";"0";"58";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"403";"72";"0"
"Bergen (NH.)";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"378";"0";"19";"0";"272";"0";"7";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0"
"Bergen (NH.)";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergen (NH.)";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergen (NH.)";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergen op Zoom";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Begroting";"4.2 Onderwijshuisvesting";"0";"298";"0";"0";"0";"0";"0";"339";"0";"0";"0";"0";"0";"0";"0";"3172";"0";"288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"801";"730";"0"
"Bergen op Zoom";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"587";"0";"0";"0";"0";"899";"0";"604";"0";"0";"0";"5";"39";"0";"0";"0";"0";"3340";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-41";"133";"76";"0"
"Bergen op Zoom";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergen op Zoom";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bergen op Zoom";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bernheze";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Begroting";"4.2 Onderwijshuisvesting";"33";"191";"0";"0";"0";"0";"0";"131";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"704";"104";"0"
"Bernheze";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"47";"5";"0";"0";"0";"574";"0";"736";"0";"0";"0";"0";"0";"0";"0";"75";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"26";"4";"0"
"Bernheze";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bernheze";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bernheze";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Best";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Best";"Begroting";"4.2 Onderwijshuisvesting";"105";"40";"0";"0";"0";"0";"0";"176";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"501";"0";"0"
"Best";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"269";"0";"0";"0";"0";"553";"0";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Best";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Best";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Best";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Beverwijk";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Beverwijk";"Begroting";"4.2 Onderwijshuisvesting";"25";"174";"0";"0";"0";"0";"0";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"902";"1442";"0"
"Beverwijk";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"239";"0";"0";"0";"0";"715";"0";"48";"0";"0";"0";"25";"59";"0";"0";"0";"0";"2344";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Beverwijk";"Jaarrekening";"4.1 Openbaar basisonderwijs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Beverwijk";"Jaarrekening";"4.2 Onderwijshuisvesting";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Beverwijk";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"De Bilt";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"146";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"1";"0"
"De Bilt";"Begroting";"4.2 Onderwijshuisvesting";"79";"294";"0";"0";"0";"0";"0";"830";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1390";"436";"0"
