"Gemeenten 2021 onbewerkte Iv3-data"
""
"";"";""
"";"";"Onderwerp";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing"
"Alkmaar";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alkmaar";"Jaarrekening";"4.2 Onderwijshuisvesting";"29";"335";"0";"0";"92";"0";"0";"3551";"0";"52";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2286";"733";"0"
"Alkmaar";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1951";"265";"0";"0";"0";"841";"90";"2908";"0";"2715";"0";"0";"0";"0";"0";"0";"0";"1192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1545";"504";"0"
"Alphen-Chaam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Begroting";"4.2 Onderwijshuisvesting";"0";"12";"0";"0";"0";"0";"0";"54";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171";"77";"0"
"Alphen-Chaam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"233";"0";"81";"0";"0";"0";"0";"40";"0";"0";"1";"0";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"3";"0"
"Alphen-Chaam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"17";"0";"12";"0";"0";"0";"36";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172";"72";"0"
"Alphen-Chaam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"240";"0";"60";"0";"21";"0";"0";"42";"0";"0";"0";"0";"144";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"3";"0"
"Altena";"Begroting";"4.1 Openbaar basisonderwijs";"17";"0";"0";"0";"0";"0";"0";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Altena";"Begroting";"4.2 Onderwijshuisvesting";"38";"167";"0";"0";"0";"0";"0";"523";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4649";"245";"0"
"Altena";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"194";"2";"0";"0";"0";"1128";"0";"666";"0";"639";"0";"36";"36";"0";"0";"0";"0";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"3";"0"
"Altena";"Jaarrekening";"4.1 Openbaar basisonderwijs";"17";"0";"0";"0";"0";"0";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Altena";"Jaarrekening";"4.2 Onderwijshuisvesting";"38";"187";"0";"316";"0";"0";"0";"974";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1236";"197";"305"
"Altena";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"194";"2";"0";"0";"0";"1232";"0";"316";"0";"886";"0";"0";"36";"0";"0";"0";"0";"93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"3";"0"
"Amersfoort";"Begroting";"4.1 Openbaar basisonderwijs";"103";"14";"0";"0";"0";"0";"0";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1215";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"7";"0"
"Amersfoort";"Begroting";"4.2 Onderwijshuisvesting";"258";"386";"0";"0";"0";"0";"0";"1162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6292";"0";"0";"0";"0";"471";"5896";"1636";"1494"
"Amersfoort";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1505";"0";"0";"0";"0";"1969";"0";"1299";"0";"0";"0";"474";"0";"0";"0";"0";"0";"9596";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amersfoort";"Jaarrekening";"4.1 Openbaar basisonderwijs";"104";"74";"0";"0";"0";"0";"-5";"890";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"7";"0"
"Amersfoort";"Jaarrekening";"4.2 Onderwijshuisvesting";"261";"594";"0";"13";"0";"0";"-12";"1052";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"0";"0";"0";"0";"0";"0";"6482";"0";"0";"0";"0";"471";"5837";"1625";"866"
"Amersfoort";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1645";"214";"0";"31";"0";"1662";"144";"701";"0";"0";"0";"0";"51";"0";"0";"0";"0";"8595";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"111"
"Amstelveen";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Begroting";"4.2 Onderwijshuisvesting";"190";"477";"0";"0";"0";"0";"20";"975";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"310";"2381";"320";"76"
"Amstelveen";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1044";"0";"0";"0";"0";"1126";"52";"308";"0";"2108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.2 Onderwijshuisvesting";"208";"621";"0";"103";"0";"0";"20";"2421";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"310";"5457";"572";"111"
"Amstelveen";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1059";"0";"0";"0";"0";"773";"151";"850";"0";"1717";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-25"
"Amsterdam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"3898";"0";"0";"0";"0";"0";"0";"0";"4824";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"8";"0"
"Amsterdam";"Begroting";"4.2 Onderwijshuisvesting";"6261";"1680";"0";"0";"0";"0";"773";"30636";"0";"0";"0";"0";"0";"0";"0";"6164";"0";"-41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"335";"50420";"9918";"0"
"Amsterdam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"22832";"0";"0";"0";"0";"14748";"292";"24323";"0";"0";"0";"1257";"0";"0";"0";"90035";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"9";"-340"
"Amsterdam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"173";"15";"0";"0";"0";"286";"66";"3673";"0";"0";"0";"0";"0";"0";"0";"4499";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"8";"0"
"Amsterdam";"Jaarrekening";"4.2 Onderwijshuisvesting";"6043";"2097";"0";"745";"0";"0";"1010";"28222";"0";"0";"0";"0";"0";"0";"0";"6044";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1290";"43875";"9383";"1619"
"Amsterdam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"22713";"0";"0";"0";"0";"16412";"688";"23945";"0";"0";"0";"0";"0";"0";"0";"86046";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-72";"0";"0";"-10"
"Asten";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Begroting";"4.2 Onderwijshuisvesting";"17";"45";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0"
"Asten";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"120";"0";"0";"0";"0";"300";"8";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"18";"0";"0"
"Asten";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Jaarrekening";"4.2 Onderwijshuisvesting";"16";"43";"0";"0";"0";"0";"0";"42";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0"
"Asten";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"69";"0";"0";"0";"0";"341";"62";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"18";"0";"0"
"Baarle-Nassau";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Begroting";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"92";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0"
"Baarle-Nassau";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"6";"0";"0";"0";"116";"0";"5";"0";"0";"0";"22";"37";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"19";"0";"0";"0";"0";"0";"126";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"9";"0";"0";"0";"124";"0";"23";"0";"0";"0";"23";"38";"0";"0";"0";"0";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarn";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"4";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Begroting";"4.2 Onderwijshuisvesting";"0";"145";"0";"0";"0";"0";"0";"97";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"705";"148";"0"
"Baarn";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"131";"0";"0";"0";"0";"667";"0";"120";"0";"464";"0";"0";"3";"0";"0";"4";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"157";"0";"0";"0";"0";"0";"126";"0";"208";"0";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1104";"194";"0"
"Baarn";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"121";"0";"0";"0";"0";"656";"25";"45";"0";"496";"0";"0";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Begroting";"4.1 Openbaar basisonderwijs";"36";"0";"0";"0";"0";"0";"0";"0";"0";"101";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Begroting";"4.2 Onderwijshuisvesting";"38";"39";"0";"0";"0";"0";"0";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"285";"118";"0"
"Bergeijk";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"41";"0";"0";"0";"0";"648";"0";"23";"0";"0";"74";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"3";"1";"0"
"Bergeijk";"Jaarrekening";"4.1 Openbaar basisonderwijs";"35";"0";"0";"0";"0";"0";"8";"0";"0";"89";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Jaarrekening";"4.2 Onderwijshuisvesting";"37";"39";"0";"0";"0";"0";"8";"83";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"117";"0"
"Bergeijk";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"40";"2";"0";"0";"0";"323";"9";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"3";"1";"0"
"Bergen (NH.)";"Begroting";"4.1 Openbaar basisonderwijs";"0";"5";"0";"0";"0";"0";"0";"58";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"15";"4";"0"
"Bergen (NH.)";"Begroting";"4.2 Onderwijshuisvesting";"0";"8";"0";"-1";"560";"0";"0";"266";"0";"0";"0";"0";"212";"0";"0";"0";"0";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"442";"107";"0"
"Bergen (NH.)";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"275";"0";"19";"0";"172";"0";"0";"153";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"5";"1";"0"
"Bergen (NH.)";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"5";"0";"0";"0";"0";"0";"56";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"15";"4";"0"
"Bergen (NH.)";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"58";"0";"0";"622";"0";"0";"268";"0";"0";"0";"0";"137";"0";"0";"0";"0";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"435";"105";"0"
"Bergen (NH.)";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"242";"0";"26";"1";"220";"0";"16";"89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"5";"1";"0"
"Bergen op Zoom";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Begroting";"4.2 Onderwijshuisvesting";"68";"128";"0";"0";"0";"0";"0";"125";"0";"0";"0";"0";"0";"0";"0";"2646";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"591";"603";"0"
"Bergen op Zoom";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"552";"0";"0";"0";"0";"786";"0";"320";"0";"0";"0";"0";"35";"0";"0";"0";"0";"2942";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-40";"133";"81";"0"
"Bergen op Zoom";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Jaarrekening";"4.2 Onderwijshuisvesting";"67";"266";"0";"0";"0";"0";"70";"292";"0";"0";"0";"0";"0";"0";"0";"5089";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"587";"601";"0"
"Bergen op Zoom";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"521";"0";"0";"0";"0";"846";"56";"267";"0";"0";"0";"0";"38";"0";"0";"0";"0";"2920";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-40";"133";"81";"0"
"Bernheze";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Begroting";"4.2 Onderwijshuisvesting";"20";"180";"0";"0";"0";"0";"0";"124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"720";"156";"0"
"Bernheze";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"64";"6";"0";"0";"0";"551";"0";"692";"0";"0";"0";"0";"0";"0";"0";"72";"0";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"31";"7";"0"
"Bernheze";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Jaarrekening";"4.2 Onderwijshuisvesting";"30";"192";"0";"0";"0";"0";"0";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"720";"119";"0"
"Bernheze";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"53";"8";"0";"0";"0";"490";"37";"468";"0";"33";"0";"0";"0";"0";"0";"72";"0";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"26";"4";"0"
"Best";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
