"Gemeenten 2018 onbewerkte Iv3-data"
""
"";"";""
"";"";"Onderwerp";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing";"2e plaatsing"
"Alkmaar";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"158";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alkmaar";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"687";"0";"0";"118";"0";"0";"676";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3838";"1209";"0"
"Alkmaar";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"1427";"69";"0";"0";"0";"712";"32";"1956";"0";"337";"0";"0";"0";"0";"0";"0";"0";"5717";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"236";"151";"0"
"Alphen-Chaam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Begroting";"4.2 Onderwijshuisvesting";"0";"12";"0";"56";"0";"0";"0";"33";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151";"58";"0"
"Alphen-Chaam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"219";"0";"7";"0";"0";"0";"0";"32";"0";"0";"1";"0";"93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"3";"0"
"Alphen-Chaam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Alphen-Chaam";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"10";"0";"37";"0";"0";"0";"39";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"57";"0"
"Alphen-Chaam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"244";"0";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"3";"0"
"Amersfoort";"Begroting";"4.1 Openbaar basisonderwijs";"88";"13";"0";"0";"0";"0";"0";"1";"0";"148";"0";"0";"0";"0";"0";"0";"0";"1827";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"13";"0"
"Amersfoort";"Begroting";"4.2 Onderwijshuisvesting";"212";"1328";"0";"0";"0";"0";"0";"2814";"0";"0";"0";"0";"0";"0";"0";"0";"0";"81";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"233";"5837";"3032";"0"
"Amersfoort";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"1162";"0";"0";"0";"0";"1794";"0";"205";"0";"0";"0";"430";"0";"0";"0";"0";"0";"6836";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amersfoort";"Jaarrekening";"4.1 Openbaar basisonderwijs";"80";"58";"0";"0";"0";"0";"7";"772";"0";"189";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"9";"0"
"Amersfoort";"Jaarrekening";"4.2 Onderwijshuisvesting";"193";"1565";"0";"126";"0";"0";"50";"1453";"0";"0";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"374";"5456";"1948";"71"
"Amersfoort";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"941";"151";"0";"42";"0";"1673";"180";"656";"0";"20";"0";"0";"-59";"0";"0";"0";"0";"7078";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"Amstelveen";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"119";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Begroting";"4.2 Onderwijshuisvesting";"65";"455";"0";"0";"0";"0";"0";"1210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"263";"2118";"353";"76"
"Amstelveen";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"912";"0";"0";"0";"0";"619";"0";"469";"0";"1371";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"2";"0";"118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amstelveen";"Jaarrekening";"4.2 Onderwijshuisvesting";"58";"477";"0";"0";"0";"0";"7";"1206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"248";"1982";"279";"99"
"Amstelveen";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"816";"0";"0";"0";"0";"772";"172";"217";"0";"1499";"0";"54";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-22"
"Amsterdam";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Amsterdam";"Begroting";"4.2 Onderwijshuisvesting";"2082";"1680";"0";"0";"0";"0";"-84";"37179";"0";"0";"0";"0";"0";"0";"0";"3851";"0";"2419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"43016";"15303";"1402"
"Amsterdam";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"16296";"0";"0";"0";"0";"3697";"516";"24473";"0";"0";"0";"0";"0";"0";"0";"79290";"0";"1142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"8605"
"Amsterdam";"Jaarrekening";"4.1 Openbaar basisonderwijs";"1084";"32";"0";"0";"0";"198";"169";"3453";"0";"0";"0";"0";"0";"0";"0";"4581";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"15";"18"
"Amsterdam";"Jaarrekening";"4.2 Onderwijshuisvesting";"3184";"1806";"0";"1203";"2";"0";"120";"29264";"0";"0";"0";"0";"0";"0";"0";"3410";"0";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2688";"40696";"15242";"7692"
"Amsterdam";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"27660";"0";"0";"0";"0";"4905";"1352";"16324";"0";"0";"0";"1193";"0";"0";"0";"84169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"20";"653"
"Asten";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Begroting";"4.2 Onderwijshuisvesting";"3";"47";"0";"0";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0"
"Asten";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"92";"0";"0";"0";"0";"225";"5";"78";"0";"180";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"18";"0";"0"
"Asten";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93"
"Asten";"Jaarrekening";"4.2 Onderwijshuisvesting";"3";"57";"0";"0";"0";"0";"0";"46";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0"
"Asten";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"92";"0";"0";"0";"0";"308";"8";"104";"0";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"18";"0";"0"
"Baarle-Nassau";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Begroting";"4.2 Onderwijshuisvesting";"0";"17";"0";"0";"0";"0";"0";"89";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0"
"Baarle-Nassau";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"6";"0";"0";"0";"96";"0";"25";"0";"0";"0";"0";"30";"0";"0";"0";"0";"111";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"18";"0";"0";"0";"0";"0";"64";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"198";"0";"0"
"Baarle-Nassau";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"7";"0";"0";"0";"108";"0";"23";"0";"0";"0";"0";"32";"0";"0";"0";"0";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0"
"Baarn";"Begroting";"4.1 Openbaar basisonderwijs";"0";"15";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"4";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Begroting";"4.2 Onderwijshuisvesting";"0";"122";"0";"0";"0";"0";"0";"78";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"948";"634";"0"
"Baarn";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"96";"0";"0";"0";"0";"457";"0";"195";"0";"263";"0";"0";"0";"0";"0";"4";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Baarn";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"149";"0";"0";"0";"0";"0";"144";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"867";"642";"0"
"Baarn";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"134";"0";"0";"0";"0";"623";"0";"61";"0";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergeijk";"Begroting";"4.1 Openbaar basisonderwijs";"31";"0";"0";"0";"0";"0";"0";"0";"0";"103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0"
"Bergeijk";"Begroting";"4.2 Onderwijshuisvesting";"34";"27";"0";"0";"0";"0";"0";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321";"178";"0"
"Bergeijk";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"36";"1";"0";"0";"0";"366";"0";"20";"0";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"5";"1";"0"
"Bergeijk";"Jaarrekening";"4.1 Openbaar basisonderwijs";"29";"0";"0";"0";"0";"0";"4";"5";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0"
"Bergeijk";"Jaarrekening";"4.2 Onderwijshuisvesting";"31";"38";"0";"0";"0";"0";"4";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321";"175";"0"
"Bergeijk";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"34";"1";"0";"0";"0";"632";"4";"101";"0";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"5";"1";"0"
"Bergen (NH.)";"Begroting";"4.1 Openbaar basisonderwijs";"0";"2";"0";"3";"464";"0";"0";"100";"0";"0";"0";"0";"7";"0";"0";"0";"0";"66";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"317";"149";"0"
"Bergen (NH.)";"Begroting";"4.2 Onderwijshuisvesting";"0";"1";"0";"8";"55";"0";"0";"72";"0";"0";"0";"0";"88";"0";"0";"0";"0";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"168";"60";"0"
"Bergen (NH.)";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"375";"0";"16";"0";"128";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5";"2";"0"
"Bergen (NH.)";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"5";"0";"0";"0";"0";"0";"69";"0";"0";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"830";"99";"0"
"Bergen (NH.)";"Jaarrekening";"4.2 Onderwijshuisvesting";"0";"6";"0";"1";"568";"0";"0";"114";"0";"0";"0";"0";"135";"0";"0";"0";"0";"136";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"168";"28";"1"
"Bergen (NH.)";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"0";"0";"0";"0";"0";"225";"0";"59";"8";"91";"0";"0";"66";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5";"1";"0"
"Bergen op Zoom";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Begroting";"4.2 Onderwijshuisvesting";"61";"122";"0";"0";"0";"0";"0";"200";"0";"0";"0";"0";"0";"0";"0";"2431";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"626";"622";"0"
"Bergen op Zoom";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"423";"1";"0";"0";"0";"567";"0";"2081";"0";"0";"0";"0";"0";"0";"0";"182";"0";"209";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"10";"56"
"Bergen op Zoom";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bergen op Zoom";"Jaarrekening";"4.2 Onderwijshuisvesting";"61";"176";"0";"0";"0";"0";"0";"151";"0";"0";"0";"0";"0";"0";"0";"2266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"626";"621";"0"
"Bergen op Zoom";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"454";"5";"0";"0";"0";"602";"49";"419";"0";"0";"0";"0";"0";"0";"0";"74";"0";"1823";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"10";"80"
"Bernheze";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Begroting";"4.2 Onderwijshuisvesting";"16";"160";"0";"0";"0";"0";"0";"94";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"731";"184";"0"
"Bernheze";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"53";"6";"0";"0";"0";"484";"0";"230";"0";"245";"0";"0";"0";"0";"0";"68";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"8";"0"
"Bernheze";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bernheze";"Jaarrekening";"4.2 Onderwijshuisvesting";"9";"164";"0";"0";"0";"0";"0";"101";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"731";"255";"0"
"Bernheze";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"56";"6";"0";"0";"0";"463";"0";"281";"0";"196";"0";"0";"0";"0";"0";"68";"0";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"31";"11";"0"
"Best";"Begroting";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Best";"Begroting";"4.2 Onderwijshuisvesting";"74";"55";"0";"0";"0";"0";"0";"143";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"444";"0";"0"
"Best";"Begroting";"4.3 Onderwijsbeleid en leerlingzaken";"239";"5";"0";"0";"0";"406";"0";"94";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"68";"0";"0"
"Best";"Jaarrekening";"4.1 Openbaar basisonderwijs";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Best";"Jaarrekening";"4.2 Onderwijshuisvesting";"70";"51";"0";"25";"0";"0";"1";"128";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"438";"0";"0"
"Best";"Jaarrekening";"4.3 Onderwijsbeleid en leerlingzaken";"243";"5";"0";"0";"0";"462";"37";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"68";"0";"0"
"Beverwijk";"Begroting";"4.1 Openbaar basisonderwijs";"0";"98";"0";"0";"0";"0";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"4";"0"
